start_idx,end_idx,avg_power,duration_sec,energy_kwh,cluster,appliance
37280,37370,38.03074074074104,1538.586,0.01654778919444457,0,AC
37370,37500,8.894871794872072,2470.416,0.005736350314814995,0,AC
37500,37530,176.90555555555582,614.205,0.03114502626851857,0,AC
37530,37535,135.88666666666697,60.009,0.002837162601851858,0,AC
37540,37560,4.393333333333592,299.92,0.00038249401851854107,0,AC
37560,37575,28.502222222222525,210.537,0.0017847212777777966,0,AC
37575,37645,44.170000000000314,1324.947,0.016932436500000116,0,AC
37645,37650,1241.2666666666669,66.185,0.022274887888888893,0,AC
37650,37655,3048.246666666667,60.421,0.06373108880555556,0,AC
37660,37670,3133.063333333334,136.989,0.13238203932407408,0,AC
37670,37675,3102.6866666666674,61.659,0.06329500656481482,0,AC
37675,37685,3138.063333333334,210.329,0.19483712649074075,0,AC
37685,37690,2521.086666666667,60.024,0.05247417937962962,0,AC
37695,37700,2383.666666666667,63.381,0.05042573864814816,0,AC
37705,37715,3235.6800000000003,240.041,0.22876908728703707,0,AC
37715,37720,3174.7866666666673,60.023,0.06610930526851852,0,AC
37720,37735,3147.708888888889,211.289,0.1978803339907408,0,AC
37735,37740,2702.5000000000005,60.037,0.055396295481481485,0,AC
37750,37755,3096.0000000000005,60.091,0.06427584297222223,0,AC
37755,37765,3136.5700000000006,136.191,0.13246785806481484,0,AC
37770,37785,12.711111111111416,212.094,0.000806872750000019,0,AC
37785,37915,28.614615384615675,2021.827,0.01591529492592609,0,AC
37915,37995,53.636666666666976,1637.679,0.025074677018518655,0,AC
37995,38170,26.59504761904792,2672.998,0.01992717794444467,0,AC
38170,38245,58.819555555555844,1228.415,0.020060325666666764,0,AC
38245,38265,41.39833333333363,285.097,0.0033588922962963204,0,AC
38265,38305,27.065833333333625,713.632,0.005551409083333393,0,AC
38305,38435,9.134615384615678,1950.001,0.005040072592592755,0,AC
38435,38545,38.60242424242454,1636.374,0.017697238064814953,0,AC
38545,38730,9.173333333333627,2813.849,0.007226071953703931,0,AC
38730,38840,41.27333333333361,1643.849,0.01899883331481494,0,AC
38840,38990,9.407333333333623,2642.187,0.006898516916666882,0,AC
38990,39090,40.098333333333635,1487.679,0.01671828167592605,0,AC
39090,39275,9.738918918919222,2894.672,0.007731280814815059,0,AC
39275,39380,40.54634920634952,1561.807,0.017739466277777914,0,AC
39380,39555,25.23885714285744,2903.251,0.020453383666666915,0,AC
39555,39665,54.71060606060636,1636.491,0.025100207962963098,0,AC
39665,39710,28.522222222222517,788.526,0.00637660843518525,0,AC
39710,39750,10.73083333333364,705.55,0.00205510451851858,0,AC
39750,39820,26.52571428571459,1045.835,0.007834382611111202,0,AC
39820,39920,58.269000000000304,1486.247,0.024360839842592723,0,AC
39920,40055,29.3725925925929,2613.909,0.021631250435185406,0,AC
40055,40150,60.109473684210826,1485.087,0.025082270592592718,0,AC
40150,40180,27.691111111111415,434.679,0.003462354314814854,0,AC
40180,40225,8.911111111111383,658.649,0.0016872761388889404,0,AC
40225,40245,156.9750000000003,286.424,0.013197847018518543,0,AC
40245,40260,182.94888888888917,208.775,0.011494084185185202,0,AC
40260,40265,153.54666666666697,178.579,0.0073568569351852,0,AC
40265,40285,14.605000000000302,405.716,0.0015772492685185541,0,AC
40285,40410,48.213600000000305,2370.917,0.031165296064815017,0,AC
40410,40585,10.675238095238392,2894.357,0.00873456300000024,0,AC
40585,40660,38.360444444444745,1479.994,0.01521434046296309,0,AC
40660,40820,11.875625000000294,2389.533,0.007950839388889085,0,AC
40820,40905,39.69176470588266,1387.419,0.015411180611111231,0,AC
40905,41035,10.214102564102857,2404.579,0.0067639098148150134,0,AC
41035,41125,38.941111111111404,1332.836,0.014617595222222333,0,AC
41125,41285,9.989791666666955,2522.441,0.007026335500000203,0,AC
41285,41380,38.50561403508802,1411.073,0.015264984009259377,0,AC
41380,41560,10.202407407407689,2762.076,0.007890828018518736,0,AC
41560,41650,39.57037037037068,1457.773,0.01622401151851864,0,AC
41650,41830,8.396296296296603,3116.99,0.0071876776203706385,0,AC
41830,41930,37.273000000000295,1486.959,0.015565829138889016,0,AC
