appliance,start_idx,end_idx,duration_min,energy_kwh
KETTLE,9864,9890,6.510933333333333,0.3054643214351852
KETTLE,9865,9890,6.254433333333334,0.30126783893518516
KETTLE,9866,9890,6.0107333333333335,0.29338563321296296
KETTLE,9893,9905,3.0019,0.14790851889814816
KETTLE,9908,9930,5.516049999999999,0.2719364096481482
KETTLE,9933,9944,2.7560833333333337,0.13707095244444442
KETTLE,9947,9975,7.0056666666666665,0.35301590970370367
KETTLE,14424,14430,3.492166666666667,0.14661372848148146
KETTLE,14425,14430,3.253433333333333,0.142598896962963
KETTLE,14429,14430,2.21865,0.10865468600000001
KETTLE,14433,14440,1.7561333333333335,0.08505599846296297
KETTLE,14443,14478,8.709483333333333,0.41125400274074075
KETTLE,14445,14478,8.252416666666667,0.39647516125925925
KETTLE,14481,14490,2.2584000000000004,0.10715015969444444
KETTLE,14493,14511,4.570766666666667,0.20722478567592592
KETTLE,14843,14853,2.4596000000000005,0.10350700399074073
KETTLE,14844,14853,2.2559666666666667,0.09928828697222222
KETTLE,14856,14879,5.7293666666666665,0.2555784733425926
KETTLE,14857,14879,5.509033333333334,0.2491466985277778
KETTLE,14928,14969,10.260616666666666,0.4578002635092593
KETTLE,14929,14969,9.973833333333335,0.4533181586574074
KETTLE,14930,14969,9.760166666666665,0.4466038023611111
KETTLE,14972,14990,4.497166666666668,0.20703411565740742
KETTLE,19681,19684,0.7613166666666668,0.02557079837037038
KETTLE,19682,19684,0.5021666666666667,0.021175038481481483
KETTLE,19683,19684,0.2593,0.013006488000000002
KETTLE,19687,19696,2.3386333333333336,0.11504355576851856
KETTLE,19699,19700,0.25095,0.01222098616666667
KETTLE,19703,19723,5.005466666666666,0.24365758616666672
KETTLE,19726,19729,0.7487999999999999,0.03727345897222222
KETTLE,19732,19777,11.265816666666666,0.543249221175926
KETTLE,19780,19794,3.5436,0.16620531736111113
KETTLE,19797,19800,0.7509,0.035237567500000004
KETTLE,19803,19805,0.50375,0.023885112212962963
KETTLE,19808,19814,1.5399166666666666,0.07322798637037038
KETTLE,20065,20100,9.006266666666669,0.42748399150925936
KETTLE,20066,20100,8.758966666666668,0.42340807534259267
KETTLE,20067,20100,8.50485,0.4151028367962964
KETTLE,20103,20106,0.7545833333333333,0.03648430750925927
KETTLE,20109,20122,3.2630500000000002,0.15496605817592593
KETTLE,20236,20286,13.807400000000001,0.6277167999814816
KETTLE,20237,20286,13.556450000000002,0.6236466698148148
KETTLE,20238,20286,13.307083333333333,0.615784277351852
KETTLE,24865,24887,5.755216666666666,0.27674637841666666
KETTLE,24866,24887,5.495783333333332,0.2723051680092593
KETTLE,24867,24887,5.127133333333332,0.2596770622592593
KETTLE,24890,24913,5.827183333333334,0.29727651872222227
KETTLE,24916,24927,2.68305,0.13339630213888892
KETTLE,24930,24972,10.558616666666666,0.5269543270462963
KETTLE,25131,25155,6.048516666666667,0.2836231977962963
KETTLE,25132,25155,5.833516666666665,0.27774020057407406
KETTLE,25158,25181,6.377849999999999,0.30520650718518527
KETTLE,25159,25181,6.06375,0.2950376941851853
KETTLE,25307,25317,2.739433333333333,0.10751769168518521
KETTLE,25308,25317,2.509633333333333,0.1040274126851852
KETTLE,25309,25317,1.9589999999999999,0.08754359203703704
KETTLE,25320,25354,12.434450000000002,0.556208986787037
KETTLE,25357,25366,2.2304666666666666,0.09791880591666667
KETTLE,26686,26703,1006.8340833333334,30.509338247981482
KETTLE,26687,26703,1002.0946166666668,30.436827041018518
KETTLE,26688,26703,3.76955,0.17315727005555556
KETTLE,30174,30184,36.58626666666667,1.6504103589166668
KETTLE,30175,30184,35.171,1.6273194969907407
KETTLE,30176,30184,28.388700000000004,1.4036053314907408
KETTLE,30187,30194,3.5467833333333334,0.18072789917592594
KETTLE,30340,30369,7.21175,0.3347581793888889
KETTLE,30341,30369,7.007366666666667,0.3313438422592593
KETTLE,30342,30369,6.7462,0.32273027540740745
